species,red_list_url
Chelonoidis abingdonii,https://www.iucnredlist.org/species/9017/217759270
Chelonoidis becki,https://www.iucnredlist.org/species/9018/82426296
Chelonoidis chathamensis,https://www.iucnredlist.org/species/9019/82688009
Chelonoidis darwini,https://www.iucnredlist.org/species/9020/217759496
Chelonoidis duncanensis,https://www.iucnredlist.org/species/9021/3149054
Chelonoidis guntheri,https://www.iucnredlist.org/species/9022/116505802
Chelonoidis niger,https://www.iucnredlist.org/species/9023/3149101
Chelonoidis hoodensis,https://www.iucnredlist.org/species/9024/82777079
Chelonoidis microphyes,https://www.iucnredlist.org/species/9025/116506297
Chelonoidis porteri,https://www.iucnredlist.org/species/9026/82777132
Chelonoidis vandenburghi,https://www.iucnredlist.org/species/9027/144766471
Chelonoidis vicina,https://www.iucnredlist.org/species/9028/144765855
Geoclemys hamiltonii,https://www.iucnredlist.org/species/9029/152050337
Geocrinia alba,https://www.iucnredlist.org/species/9031/78432519
Geocrinia vitellina,https://www.iucnredlist.org/species/9032/78432697
Vijayachelys silvatica,https://www.iucnredlist.org/species/9038/3149346
Geogale aurita,https://www.iucnredlist.org/species/9048/97188944
Geomalacus maculosus,https://www.iucnredlist.org/species/9049/85983466
Geomitra moniziana,https://www.iucnredlist.org/species/9051/12953273
Geomitra tiarella,https://www.iucnredlist.org/species/9052/12953468
Craspedaria delphinuloides,https://www.iucnredlist.org/species/9053/12953671
Geomys arenarius,https://www.iucnredlist.org/species/9054/22218401
Geomys personatus,https://www.iucnredlist.org/species/9055/22218317
Geomys tropicalis,https://www.iucnredlist.org/species/9056/22218038
Geomys texensis,https://www.iucnredlist.org/species/9062/22217724
Geonemertes rodericana,https://www.iucnredlist.org/species/9066/21426550
Georychus capensis,https://www.iucnredlist.org/species/9077/110019425
Geoxus valdivianus,https://www.iucnredlist.org/species/9089/115089444
Gerbillurus paeba,https://www.iucnredlist.org/species/9092/115089556
Gerbillurus setzeri,https://www.iucnredlist.org/species/9093/22461311
Gerbillurus tytonis,https://www.iucnredlist.org/species/9094/22461255
Gerbillurus vallinus,https://www.iucnredlist.org/species/9095/115089696
Gerbillus acticola,https://www.iucnredlist.org/species/9096/22465965
Gerbillus maghrebi,https://www.iucnredlist.org/species/9097/22465795
Gerbillus muriculus,https://www.iucnredlist.org/species/9099/22465697
Gerbillus nancillus,https://www.iucnredlist.org/species/9100/22465608
Gerbillus rosalinda,https://www.iucnredlist.org/species/9101/22465525
Gerbillus amoenus,https://www.iucnredlist.org/species/9104/22465368
Gerbillus andersoni,https://www.iucnredlist.org/species/9105/22465232
Gerbillus aquilus,https://www.iucnredlist.org/species/9106/115089834
Gerbillus bottai,https://www.iucnredlist.org/species/9109/22465062
Gerbillus brockmani,https://www.iucnredlist.org/species/9110/22465123
Gerbillus cheesmani,https://www.iucnredlist.org/species/9113/115089958
Gerbillus cosensis,https://www.iucnredlist.org/species/9114/115090104
Gerbillus dasyurus,https://www.iucnredlist.org/species/9116/197509063
Gerbillus dunni,https://www.iucnredlist.org/species/9119/115090368
Gerbillus famulus,https://www.iucnredlist.org/species/9120/22464514
Gerbillus floweri,https://www.iucnredlist.org/species/9121/22463793
Gerbillus gerbillus,https://www.iucnredlist.org/species/9123/115090506
Gerbillus gleadowi,https://www.iucnredlist.org/species/9124/22463825
Gerbillus grobbeni,https://www.iucnredlist.org/species/9125/102827250
Gerbillus harwoodi,https://www.iucnredlist.org/species/9126/115090690
Gerbillus henleyi,https://www.iucnredlist.org/species/9127/115090818
Gerbillus hesperinus,https://www.iucnredlist.org/species/9128/90823992
Gerbillus hoogstraali,https://www.iucnredlist.org/species/9129/111767935
Gerbillus jamesi,https://www.iucnredlist.org/species/9130/102828865
Gerbillus juliani,https://www.iucnredlist.org/species/9131/22463318
Gerbillus latastei,https://www.iucnredlist.org/species/9132/22463274
Gerbillus lowei,https://www.iucnredlist.org/species/9133/22463471
Gerbillus mackilligini,https://www.iucnredlist.org/species/9134/197510149
Gerbillus mesopotamiae,https://www.iucnredlist.org/species/9135/115091132
Gerbillus nanus,https://www.iucnredlist.org/species/9136/135436781
Gerbillus nigeriae,https://www.iucnredlist.org/species/9137/115091253
Gerbillus occiduus,https://www.iucnredlist.org/species/9138/101208498
Gerbillus perpallidus,https://www.iucnredlist.org/species/9140/22462792
Gerbillus poecilops,https://www.iucnredlist.org/species/9141/22462831
Gerbillus principulus,https://www.iucnredlist.org/species/9142/22462902
Gerbillus pulvinatus,https://www.iucnredlist.org/species/9143/22462985
Gerbillus pusillus,https://www.iucnredlist.org/species/9144/22463078
Gerbillus pyramidum,https://www.iucnredlist.org/species/9145/22462196
Gerbillus simoni,https://www.iucnredlist.org/species/9149/115518404
Gerbillus somalicus,https://www.iucnredlist.org/species/9150/22462412
Gerbillus stigmonyx,https://www.iucnredlist.org/species/9151/22462503
Gerbillus tarabuli,https://www.iucnredlist.org/species/9153/22462100
Gerbillus watersi,https://www.iucnredlist.org/species/9155/22462011
Gerrhosaurus typicus,https://www.iucnredlist.org/species/9160/197398381
Siphateles alvordensis,https://www.iucnredlist.org/species/9180/18234886
Siphateles boraxobius,https://www.iucnredlist.org/species/9182/18235396
Gila crassicauda,https://www.iucnredlist.org/species/9183/207441342
Gila cypha,https://www.iucnredlist.org/species/9184/174778456
Gila ditaenia,https://www.iucnredlist.org/species/9185/129984928
Gila elegans,https://www.iucnredlist.org/species/9186/174778584
Gila intermedia,https://www.iucnredlist.org/species/9187/18231937
Gila modesta,https://www.iucnredlist.org/species/9188/3150046
Gila nigrescens,https://www.iucnredlist.org/species/9189/129986215
Gila purpurea,https://www.iucnredlist.org/species/9190/129986857
Giraffa camelopardalis,https://www.iucnredlist.org/species/9194/136266699
Girardinichthys multiradiatus,https://www.iucnredlist.org/species/9195/3150207
Girardinichthys viviparus,https://www.iucnredlist.org/species/9196/3150258
Gittenbergeria turriplana,https://www.iucnredlist.org/species/9197/12969375
Benthodorbis pawpela,https://www.iucnredlist.org/species/9199/12969817
Glaucomys volans,https://www.iucnredlist.org/species/9240/115091392
Glironia venusta,https://www.iucnredlist.org/species/9245/22179598
Glirulus japonicus,https://www.iucnredlist.org/species/9246/22222495
Glischropus javanus,https://www.iucnredlist.org/species/9247/22106075
Globicephala macrorhynchus,https://www.iucnredlist.org/species/9249/50355227
Globicephala melas,https://www.iucnredlist.org/species/9250/50356171
Globonautes macropus,https://www.iucnredlist.org/species/9251/134453236
Glossogobius intermedius,https://www.iucnredlist.org/species/9253/90982342
Glossogobius matanensis,https://www.iucnredlist.org/species/9254/90982434
Glossogobius hoesei,https://www.iucnredlist.org/species/9255/147527204
Psammogobius biocellatus,https://www.iucnredlist.org/species/9266/96230065
Glossogobius ankaranensis,https://www.iucnredlist.org/species/9267/58295968
Glossolepis incisus,https://www.iucnredlist.org/species/9268/147681075
Glossolepis maculosus,https://www.iucnredlist.org/species/9269/147681182
Glossolepis pseudoincisus,https://www.iucnredlist.org/species/9270/147681435
Glossolepis ramuensis,https://www.iucnredlist.org/species/9271/147681464
Glossolepis wanamensis,https://www.iucnredlist.org/species/9272/147681490
Glossophaga commissarisi,https://www.iucnredlist.org/species/9273/22108801
Glossophaga leachii,https://www.iucnredlist.org/species/9274/128959800
Glossophaga longirostris,https://www.iucnredlist.org/species/9275/22108249
Glossophaga morenoi,https://www.iucnredlist.org/species/9276/22108155
Glossophaga soricina,https://www.iucnredlist.org/species/9277/22107768
Glyphotes simus,https://www.iucnredlist.org/species/9283/22255329
Glyptophysa petiti,https://www.iucnredlist.org/species/9285/12978748
Gobio hettitorum,https://www.iucnredlist.org/species/9294/19006529
Romanogobio albipinnatus,https://www.iucnredlist.org/species/9295/12979429
Romanogobio kesslerii,https://www.iucnredlist.org/species/9297/97803482
Romanogobio uranoscopus,https://www.iucnredlist.org/species/9298/12980699
Gobiomorphus alpinus,https://www.iucnredlist.org/species/9299/3150742
Pseudogobiopsis tigrellus,https://www.iucnredlist.org/species/9300/147532823
Golunda ellioti,https://www.iucnredlist.org/species/9303/115091717
Phanogomphus diminutus,https://www.iucnredlist.org/species/9308/80695397
Phanogomphus hodgesi,https://www.iucnredlist.org/species/9311/125536549
Phanogomphus sandrius,https://www.iucnredlist.org/species/9312/80695216
Gomphurus septima,https://www.iucnredlist.org/species/9313/80695494
Gongylomorphus fontenayi,https://www.iucnredlist.org/species/9316/13482739
Gonocephalus abbotti,https://www.iucnredlist.org/species/9370/99929706
Gopherus flavomarginatus,https://www.iucnredlist.org/species/9402/112660985
Gorilla gorilla,https://www.iucnredlist.org/species/9404/136250858
Gracilinanus aceramarcae,https://www.iucnredlist.org/species/9416/22169509
Gracilinanus agilis,https://www.iucnredlist.org/species/9417/22169828
Gracilinanus dryas,https://www.iucnredlist.org/species/9418/22169714
Gracilinanus emiliae,https://www.iucnredlist.org/species/9419/197307208
Gracilinanus marica,https://www.iucnredlist.org/species/9420/22169944
Gracilinanus microtarsus,https://www.iucnredlist.org/species/9421/197306376
Hyladelphys kalinowskii,https://www.iucnredlist.org/species/9422/197309523
Grammomys aridulus,https://www.iucnredlist.org/species/9450/22437112
Grammomys buntingi,https://www.iucnredlist.org/species/9451/22437190
Grammomys caniceps,https://www.iucnredlist.org/species/9452/115091891
Grammomys cometes,https://www.iucnredlist.org/species/9453/115091991
Grammomys dolichurus,https://www.iucnredlist.org/species/9454/115092112
Grammomys dryas,https://www.iucnredlist.org/species/9455/22437574
Grammomys gigas,https://www.iucnredlist.org/species/9456/115092298
Grammomys ibeanus,https://www.iucnredlist.org/species/9457/115092455
Grammomys macmillani,https://www.iucnredlist.org/species/9458/115092611
Grammomys minnae,https://www.iucnredlist.org/species/9459/115092764
Grammomys kuru,https://www.iucnredlist.org/species/9460/115092901
Grampus griseus,https://www.iucnredlist.org/species/9461/50356660
Graomys domorum,https://www.iucnredlist.org/species/9465/22368352
Graomys edithae,https://www.iucnredlist.org/species/9466/22368279
Graomys griseoflavus,https://www.iucnredlist.org/species/9467/22368422
Graphium meeki,https://www.iucnredlist.org/species/9474/202206582
Graphium mendana,https://www.iucnredlist.org/species/9476/202206710
Graphiurus christyi,https://www.iucnredlist.org/species/9480/115093081
Graphiurus crassicaudatus,https://www.iucnredlist.org/species/9481/115093196
Graphiurus kelleni,https://www.iucnredlist.org/species/9483/115093358
Graphiurus lorraineus,https://www.iucnredlist.org/species/9484/115093567
Graphiurus microtis,https://www.iucnredlist.org/species/9485/22221518
Graphiurus monardi,https://www.iucnredlist.org/species/9486/22221691
Graphiurus murinus,https://www.iucnredlist.org/species/9487/115093727
Graphiurus ocularis,https://www.iucnredlist.org/species/9488/115518531
Graphiurus platyops,https://www.iucnredlist.org/species/9491/115093934
Graphiurus rupicola,https://www.iucnredlist.org/species/9492/22220235
Graphiurus surdus,https://www.iucnredlist.org/species/9493/115094075
Graziana lacheineri,https://www.iucnredlist.org/species/9509/12998086
Graziana pupula,https://www.iucnredlist.org/species/9510/12998271
Graziana klagenfurtensis,https://www.iucnredlist.org/species/9511/12998498
Glabrennea thomasseti,https://www.iucnredlist.org/species/9533/12999286
Gulo gulo,https://www.iucnredlist.org/species/9561/45198537
Gymnobelideus leadbeateri,https://www.iucnredlist.org/species/9564/21959976
Gymnocephalus schraetser,https://www.iucnredlist.org/species/9565/13001707
Gymnocephalus acerina,https://www.iucnredlist.org/species/9566/13001987
Gymnocephalus baloni,https://www.iucnredlist.org/species/9567/97803904
Gymnocephalus cernua,https://www.iucnredlist.org/species/9568/13002898
Gymnopholus lichenifer,https://www.iucnredlist.org/species/9579/21424310
Gymnuromys roberti,https://www.iucnredlist.org/species/9581/22237297
Gyraulus cockburni,https://www.iucnredlist.org/species/9593/3151922
Gyraulus mauritianus,https://www.iucnredlist.org/species/9594/91286261
Habromys chinanteco,https://www.iucnredlist.org/species/9608/22376453
Habromys lepturus,https://www.iucnredlist.org/species/9609/22376889
Habromys lophurus,https://www.iucnredlist.org/species/9610/22376801
Habromys simulatus,https://www.iucnredlist.org/species/9611/22376731
Hadromys humei,https://www.iucnredlist.org/species/9618/22410442
Haematopinus oliveri,https://www.iucnredlist.org/species/9621/21423551
Haeromys margarettae,https://www.iucnredlist.org/species/9630/115094262
Haeromys minahassae,https://www.iucnredlist.org/species/9631/22449576
Haeromys pusillus,https://www.iucnredlist.org/species/9632/22449670
Halichoerus grypus,https://www.iucnredlist.org/species/9660/45226042
Hampala lopezi,https://www.iucnredlist.org/species/9669/91003779
Hannia greenwayi,https://www.iucnredlist.org/species/9670/123377864
Hapalemur aureus,https://www.iucnredlist.org/species/9672/115564398
Hapalemur griseus,https://www.iucnredlist.org/species/9673/115564580
Prolemur simus,https://www.iucnredlist.org/species/9674/115564770
Hapalemur alaotrensis,https://www.iucnredlist.org/species/9676/182236363
Hapalemur griseus ssp. griseus,https://www.iucnredlist.org/species/9677/115565180
Hapalemur occidentalis,https://www.iucnredlist.org/species/9678/115565375
Hapalomys delacouri,https://www.iucnredlist.org/species/9679/22402299
Hapalomys longicaudatus,https://www.iucnredlist.org/species/9680/22402223
Haplochromis lividus,https://www.iucnredlist.org/species/9687/13008865
Haplochromis obliquidens,https://www.iucnredlist.org/species/9688/13009079
Haplonycteris fischeri,https://www.iucnredlist.org/species/9690/22136653
Hardella thurjii,https://www.iucnredlist.org/species/9696/3152073
Haplochromis nyanzae,https://www.iucnredlist.org/species/9714/13009956
Haplochromis boops,https://www.iucnredlist.org/species/9717/13010223
Haplochromis pachycephalus,https://www.iucnredlist.org/species/9718/13010503
Haplochromis thuragnathus,https://www.iucnredlist.org/species/9719/13010775
Haplochromis artaxerxes,https://www.iucnredlist.org/species/9721/13011042
Haplochromis michaeli,https://www.iucnredlist.org/species/9725/13011353
Haplochromis paraplagiostoma,https://www.iucnredlist.org/species/9726/13011632
Haplochromis worthingtoni,https://www.iucnredlist.org/species/9727/13011927
Harpyionycteris whiteheadi,https://www.iucnredlist.org/species/9740/22045044
Islamia minuta,https://www.iucnredlist.org/species/9743/13012993
Hauffenia kerschneri,https://www.iucnredlist.org/species/12245/3329192
Hauffenia wienerwaldensis,https://www.iucnredlist.org/species/9746/13013511
Heimyscus fumosus,https://www.iucnredlist.org/species/9759/22411313
Helarctos malayanus,https://www.iucnredlist.org/species/9760/123798233
Heleioporus albopunctatus,https://www.iucnredlist.org/species/9763/78430248
Helenoconcha relicta,https://www.iucnredlist.org/species/9764/64399435
Heleophryne hewitti,https://www.iucnredlist.org/species/9772/77163963
Heleophryne rosei,https://www.iucnredlist.org/species/9773/77164671
Xerotricha gasulli,https://www.iucnredlist.org/species/9793/13016353
Xerotricha mariae,https://www.iucnredlist.org/species/9794/13016614
Helicella orzai,https://www.iucnredlist.org/species/9795/13016814
Helicella stiparum,https://www.iucnredlist.org/species/9796/13017000
Helicella striatitala,https://www.iucnredlist.org/species/9797/13017259
Xerotricha zujarensis,https://www.iucnredlist.org/species/9799/13017655
Heliophobius argenteocinereus,https://www.iucnredlist.org/species/9828/115094392
Heliosciurus gambianus,https://www.iucnredlist.org/species/9830/115094544
Heliosciurus mutabilis,https://www.iucnredlist.org/species/9831/115094804
Heliosciurus punctatus,https://www.iucnredlist.org/species/9832/115094941
Heliosciurus rufobrachium,https://www.iucnredlist.org/species/9833/115095080
Heliosciurus ruwenzorii,https://www.iucnredlist.org/species/9834/22260596
Heliosciurus undulatus,https://www.iucnredlist.org/species/9835/115095319
Helix ceratina,https://www.iucnredlist.org/species/9843/13020602
Helix godetiana,https://www.iucnredlist.org/species/9844/13020810
Moreletina obruta,https://www.iucnredlist.org/species/9845/13021054
Heloderma suspectum,https://www.iucnredlist.org/species/9865/13022716
Hemibelideus lemuroides,https://www.iucnredlist.org/species/9869/21962427
Hemicordulia ogasawarensis,https://www.iucnredlist.org/species/9871/122058246
Hemicycla inutilis,https://www.iucnredlist.org/species/9875/13023656
Hemicycla modesta,https://www.iucnredlist.org/species/9877/146798367
Hemicycla plicaria,https://www.iucnredlist.org/species/9878/13024289
Hemicycla pouchadan,https://www.iucnredlist.org/species/9879/13024508
Hemicycla berkeleii,https://www.iucnredlist.org/species/9880/13024739
Hemicycla glyceia,https://www.iucnredlist.org/species/9881/13024900
Hemicycla saulcyi,https://www.iucnredlist.org/species/9882/13025079
Garra kemali,https://www.iucnredlist.org/species/9889/19006622
Hemiphlebia mirabilis,https://www.iucnredlist.org/species/9891/14278529
Hemistomia beaumonti,https://www.iucnredlist.org/species/9908/13025975
Hemistomia minutissima,https://www.iucnredlist.org/species/9911/13026317
Nilgiritragus hylocrius,https://www.iucnredlist.org/species/9917/13026736
Arabitragus jayakari,https://www.iucnredlist.org/species/9918/156925170
Hemitragus jemlahicus,https://www.iucnredlist.org/species/9919/22152905
Hemitremia flammea,https://www.iucnredlist.org/species/9920/18234192
Heosemys spinosa,https://www.iucnredlist.org/species/9942/3152508
Heosemys grandis,https://www.iucnredlist.org/species/9943/3152603
Hephaestus adamsoni,https://www.iucnredlist.org/species/9944/147759615
Hephaestus epirrhinos,https://www.iucnredlist.org/species/9945/123377887
Hephaestus obtusifrons,https://www.iucnredlist.org/species/9946/147759715
Hephaestus trimaculatus,https://www.iucnredlist.org/species/9947/147759747
Herpailurus yagouaroundi,https://www.iucnredlist.org/species/9948/50653167
Hesperia dacotae,https://www.iucnredlist.org/species/9968/122963341
Hesperoptenus blanfordi,https://www.iucnredlist.org/species/9975/22076582
Hesperoptenus doriae,https://www.iucnredlist.org/species/9976/22076446
Hesperoptenus gaskelli,https://www.iucnredlist.org/species/9977/22076119
Hesperoptenus tickelli,https://www.iucnredlist.org/species/9978/22075896
Hesperoptenus tomesi,https://www.iucnredlist.org/species/9979/22076259
Heterocephalus glaber,https://www.iucnredlist.org/species/9987/115095455
Heterohyrax brucei,https://www.iucnredlist.org/species/9997/21283287
Heteromys australis,https://www.iucnredlist.org/species/10005/115095587
Heteromys gaumeri,https://www.iucnredlist.org/species/10007/22223646
Heteromys nelsoni,https://www.iucnredlist.org/species/10009/22223445
Heteromys oresterus,https://www.iucnredlist.org/species/10010/22223385
Hexanchus griseus,https://www.iucnredlist.org/species/10030/495630
Choeropsis liberiensis,https://www.iucnredlist.org/species/10032/18567171
Heosemys annandalii,https://www.iucnredlist.org/species/10041/495907
Hippocamelus antisensis,https://www.iucnredlist.org/species/10053/22158621
Hippocamelus bisulcus,https://www.iucnredlist.org/species/10054/22158895
Hippocampus capensis,https://www.iucnredlist.org/species/10056/54903534
Hippocampus abdominalis,https://www.iucnredlist.org/species/10057/54903879
Hippocampus bargibanti,https://www.iucnredlist.org/species/10060/54904073
Hippocampus breviceps,https://www.iucnredlist.org/species/10063/54904334
Hippocampus camelopardalis,https://www.iucnredlist.org/species/10064/100939136
Hippocampus coronatus,https://www.iucnredlist.org/species/10065/54904583
Hippocampus erectus,https://www.iucnredlist.org/species/10066/20191442
Hippocampus hippocampus,https://www.iucnredlist.org/species/10069/67618259
Hippocampus histrix,https://www.iucnredlist.org/species/10070/54905206
Hippocampus ingens,https://www.iucnredlist.org/species/10072/54905720
Hippocampus jayakari,https://www.iucnredlist.org/species/10074/54145490
Hippocampus minotaur,https://www.iucnredlist.org/species/10077/54906067
Hippocampus reidi,https://www.iucnredlist.org/species/10082/17025021
Hippocampus sindonis,https://www.iucnredlist.org/species/10083/54906192
Hippocampus trimaculatus,https://www.iucnredlist.org/species/10087/17252219
Hippocampus whitei,https://www.iucnredlist.org/species/10088/46721312
Hippocampus zosterae,https://www.iucnredlist.org/species/10089/46910143
Hippoglossus hippoglossus,https://www.iucnredlist.org/species/10097/148035632
Hippopotamus amphibius,https://www.iucnredlist.org/species/10103/18567364
Hipposideros papua,https://www.iucnredlist.org/species/10107/22098360
Hipposideros ridleyi,https://www.iucnredlist.org/species/10108/22098446
Hipposideros abae,https://www.iucnredlist.org/species/10109/22097582
Hipposideros armiger,https://www.iucnredlist.org/species/10110/22097743
Hipposideros beatus,https://www.iucnredlist.org/species/10112/22098184
Hipposideros breviceps,https://www.iucnredlist.org/species/10114/22094935
Hipposideros calcaratus,https://www.iucnredlist.org/species/10116/22094185
Doryrhina camerunensis,https://www.iucnredlist.org/species/10117/22093985
Hipposideros cervinus,https://www.iucnredlist.org/species/10118/22093732
Hipposideros cineraceus,https://www.iucnredlist.org/species/10119/22093106
Macronycteris commersonii,https://www.iucnredlist.org/species/10120/22092860
Hipposideros coronatus,https://www.iucnredlist.org/species/10121/22097259
Hipposideros corynophyllus,https://www.iucnredlist.org/species/10122/209536979
Hipposideros coxi,https://www.iucnredlist.org/species/10123/22096963
Hipposideros crumeniferus,https://www.iucnredlist.org/species/10124/22096519
Hipposideros curtus,https://www.iucnredlist.org/species/10125/22096364
Doryrhina cyclops,https://www.iucnredlist.org/species/10126/22095945
Hipposideros demissus,https://www.iucnredlist.org/species/10127/22095744
Hipposideros diadema,https://www.iucnredlist.org/species/10128/22095445
Hipposideros dinops,https://www.iucnredlist.org/species/10129/22091011
Hipposideros doriae,https://www.iucnredlist.org/species/10130/22091121
Hipposideros durgadasi,https://www.iucnredlist.org/species/10131/22090631
Hipposideros dyacorum,https://www.iucnredlist.org/species/10132/22090760
Hipposideros edwardshilli,https://www.iucnredlist.org/species/10133/209537105
Hipposideros fuliginosus,https://www.iucnredlist.org/species/10134/22090466
Hipposideros fulvus,https://www.iucnredlist.org/species/10135/22089934
Hipposideros galeritus,https://www.iucnredlist.org/species/10136/22090092
Hipposideros halophyllus,https://www.iucnredlist.org/species/10137/22092544
Hipposideros hypophyllus,https://www.iucnredlist.org/species/10138/22092730
Hipposideros inexpectatus,https://www.iucnredlist.org/species/10139/22092281
Hipposideros jonesi,https://www.iucnredlist.org/species/10140/22092411
Hipposideros lamottei,https://www.iucnredlist.org/species/10141/22091938
Hipposideros lankadiva,https://www.iucnredlist.org/species/10142/22092089
Hipposideros lekaguli,https://www.iucnredlist.org/species/10144/22091565
Hipposideros lylei,https://www.iucnredlist.org/species/10145/22100391
Hipposideros macrobullatus,https://www.iucnredlist.org/species/10146/22100268
Hipposideros madurae,https://www.iucnredlist.org/species/10147/22100964
Hipposideros maggietaylorae,https://www.iucnredlist.org/species/10148/22100717
Hipposideros marisae,https://www.iucnredlist.org/species/10149/22101390
Hipposideros megalotis,https://www.iucnredlist.org/species/10150/22101286
Hipposideros muscinus,https://www.iucnredlist.org/species/10151/209537407
Hipposideros nequam,https://www.iucnredlist.org/species/10152/22101545
Hipposideros obscurus,https://www.iucnredlist.org/species/10153/22101961
Hipposideros pratti,https://www.iucnredlist.org/species/10155/22102257
Hipposideros pygmaeus,https://www.iucnredlist.org/species/10156/22102078
Hipposideros ruber,https://www.iucnredlist.org/species/10157/22102440
Hipposideros semoni,https://www.iucnredlist.org/species/10160/209537564
Hipposideros sorenseni,https://www.iucnredlist.org/species/10161/22099115
Hipposideros speoris,https://www.iucnredlist.org/species/10162/22099260
Hipposideros stenotis,https://www.iucnredlist.org/species/10163/22099463
Hipposideros sumbae,https://www.iucnredlist.org/species/10164/22099540
Hipposideros wollastoni,https://www.iucnredlist.org/species/10166/209537699
Hippotragus equinus,https://www.iucnredlist.org/species/10167/50188287
Hippotragus niger,https://www.iucnredlist.org/species/10170/50188654
Hirudo medicinalis,https://www.iucnredlist.org/species/10190/21415816
Histiotus alienus,https://www.iucnredlist.org/species/10200/22098611
Histiotus macrotus,https://www.iucnredlist.org/species/10201/22098780
Histiotus montanus,https://www.iucnredlist.org/species/10202/22098875
Histiotus velatus,https://www.iucnredlist.org/species/10203/22098684
Hobbseus attenuatus,https://www.iucnredlist.org/species/10205/3183051
Hobbseus cristatus,https://www.iucnredlist.org/species/10206/3183194
Hobbseus orconectoides,https://www.iucnredlist.org/species/10207/3183343
Hobbseus petilus,https://www.iucnredlist.org/species/10208/3181826
Hobbseus valleculus,https://www.iucnredlist.org/species/10209/3182132
Hobbseus yalobushensis,https://www.iucnredlist.org/species/10210/3182516
Hodomys alleni,https://www.iucnredlist.org/species/10211/22379623
Holoaden bradei,https://www.iucnredlist.org/species/10215/172197685
Holochilus brasiliensis,https://www.iucnredlist.org/species/10217/115095907
Holochilus chacarius,https://www.iucnredlist.org/species/10218/115096042
Lundomys molitor,https://www.iucnredlist.org/species/10219/115096149
Holochilus sciureus,https://www.iucnredlist.org/species/10220/115096276
Homopholis mulleri,https://www.iucnredlist.org/species/10235/197398514
Chersobius signatus,https://www.iucnredlist.org/species/10241/115650943
Homoroselaps dorsalis,https://www.iucnredlist.org/species/10242/197399034
Hoplocephalus bungaroides,https://www.iucnredlist.org/species/10246/83770106
Woodworthia chrysosiretica,https://www.iucnredlist.org/species/10249/120160002
Hoplodactylus duvaucelii,https://www.iucnredlist.org/species/10250/120158759
Mokopirirakau kahutarae,https://www.iucnredlist.org/species/10251/120188625
Tukutuku rakiurae,https://www.iucnredlist.org/species/10252/120188000
Toropuku stephensi,https://www.iucnredlist.org/species/10253/120187688
Hoplomys gymnurus,https://www.iucnredlist.org/species/10259/22206995
Haplochromis retrodens,https://www.iucnredlist.org/species/10260/97011583
Hucho hucho,https://www.iucnredlist.org/species/10264/3186143
Hungerfordia pelewensis,https://www.iucnredlist.org/species/10267/497550
Huso dauricus,https://www.iucnredlist.org/species/10268/146104292
Huso huso,https://www.iucnredlist.org/species/10269/135087846
Huso huso Caspian Sea subpopulation,https://www.iucnredlist.org/species/10272/182893959
Huso huso Adriatic Sea subpopulation,https://www.iucnredlist.org/species/10273/497802
Hyaena hyaena,https://www.iucnredlist.org/species/10274/45195080
Parahyaena brunnea,https://www.iucnredlist.org/species/10276/82344448
Hybognathus amarus,https://www.iucnredlist.org/species/10277/131004813
Hybomys basilii,https://www.iucnredlist.org/species/10278/115096418
Hybomys lunaris,https://www.iucnredlist.org/species/10280/115096572
Hybomys planifrons,https://www.iucnredlist.org/species/10281/22435228
Hybomys trivirgatus,https://www.iucnredlist.org/species/10282/115096714
Hybomys univittatus,https://www.iucnredlist.org/species/10283/115096874
Hydrochoerus hydrochaeris,https://www.iucnredlist.org/species/10300/22190005
Hydromantes brunus,https://www.iucnredlist.org/species/10304/118973594
Hydromys chrysogaster,https://www.iucnredlist.org/species/10310/115097054
Baiyankamys habbema,https://www.iucnredlist.org/species/10311/22409959
Hydromys hussoni,https://www.iucnredlist.org/species/10312/22401886
Hydromys neobritannicus,https://www.iucnredlist.org/species/10313/115097202
Baiyankamys shawmayeri,https://www.iucnredlist.org/species/10314/115097322
Hydropotes inermis,https://www.iucnredlist.org/species/10329/22163569
Hydropsyche tobiasi,https://www.iucnredlist.org/species/10332/21426347
Hydrurga leptonyx,https://www.iucnredlist.org/species/10340/45226422
Hyemoschus aquaticus,https://www.iucnredlist.org/species/10341/50188841
Dryophytes andersonii,https://www.iucnredlist.org/species/10350/118973819
Bokermannohyla izecksohni,https://www.iucnredlist.org/species/10355/172197806
Bokermannohyla langei,https://www.iucnredlist.org/species/10356/172197914
Boana secedens,https://www.iucnredlist.org/species/10357/172198009
Boana marianitae,https://www.iucnredlist.org/species/10459/61392760
Hylobates agilis,https://www.iucnredlist.org/species/10543/17967655
Hylobates klossii,https://www.iucnredlist.org/species/10547/17967475
Hylobates lar,https://www.iucnredlist.org/species/10548/17967253
Hylobates moloch,https://www.iucnredlist.org/species/10550/17966495
Hylobates pileatus,https://www.iucnredlist.org/species/10552/17966665
Hylodes sazimai,https://www.iucnredlist.org/species/10566/122923627
Neohylomys hainanensis,https://www.iucnredlist.org/species/10588/22326961
Hylomys parvus,https://www.iucnredlist.org/species/10589/22325019
Neotetracus sinensis,https://www.iucnredlist.org/species/10590/22325953
Hylomyscus baeri,https://www.iucnredlist.org/species/10591/115097445
Hylomyscus parvus,https://www.iucnredlist.org/species/10592/115097621
Hylomyscus aeta,https://www.iucnredlist.org/species/10593/22451242
Hylomyscus alleni,https://www.iucnredlist.org/species/10594/115097743
