species,red_list_url
Taphozous melanopogon,https://www.iucnredlist.org/species/21461/22110277
Taphozous nudiventris,https://www.iucnredlist.org/species/21462/22109884
Taphozous perforatus,https://www.iucnredlist.org/species/21463/166505490
Taphozous theobaldi,https://www.iucnredlist.org/species/21465/22109663
Taphozous troughtoni,https://www.iucnredlist.org/species/21466/209539933
Tapirus bairdii,https://www.iucnredlist.org/species/21471/45173340
Tapirus indicus,https://www.iucnredlist.org/species/21472/45173636
Tapirus pinchaque,https://www.iucnredlist.org/species/21473/45173922
Tapirus terrestris,https://www.iucnredlist.org/species/21474/45174127
Cephalopachus bancanus,https://www.iucnredlist.org/species/21488/17976989
Tarsius dentatus,https://www.iucnredlist.org/species/21489/17977790
Tarsius pumilus,https://www.iucnredlist.org/species/21490/17977980
Carlito syrichta,https://www.iucnredlist.org/species/21492/17978520
Tarsius sangirensis,https://www.iucnredlist.org/species/21493/17977351
Tarsius pelengensis,https://www.iucnredlist.org/species/21494/17977515
Tarsomys apoensis,https://www.iucnredlist.org/species/21495/22459666
Tarsomys echinatus,https://www.iucnredlist.org/species/21496/22459733
Tasmacetus shepherdi,https://www.iucnredlist.org/species/21500/50377701
Tateomys macrocercus,https://www.iucnredlist.org/species/21507/240016611
Tateomys rhinogradoides,https://www.iucnredlist.org/species/21508/22466277
Gerbilliscus afra,https://www.iucnredlist.org/species/21509/22427174
Gerbilliscus boehmi,https://www.iucnredlist.org/species/21510/115161658
Gerbilliscus brantsii,https://www.iucnredlist.org/species/21511/115161824
Gerbilliscus guineae,https://www.iucnredlist.org/species/21512/22426756
Gerbilliscus inclusus,https://www.iucnredlist.org/species/21513/115161988
Tatera indica,https://www.iucnredlist.org/species/21514/22411969
Gerbilliscus kempi,https://www.iucnredlist.org/species/21515/22426529
Gerbilliscus leucogaster,https://www.iucnredlist.org/species/21516/115162110
Gerbilliscus nigricaudus,https://www.iucnredlist.org/species/21517/22426315
Gerbilliscus phillipsi,https://www.iucnredlist.org/species/21518/22426255
Gerbilliscus robustus,https://www.iucnredlist.org/species/21519/115162285
Gerbilliscus validus,https://www.iucnredlist.org/species/21520/22426020
Taterillus arenarius,https://www.iucnredlist.org/species/21521/115162459
Taterillus congicus,https://www.iucnredlist.org/species/21522/22417269
Taterillus emini,https://www.iucnredlist.org/species/21523/115162568
Taterillus gracilis,https://www.iucnredlist.org/species/21524/115162729
Taterillus lacustris,https://www.iucnredlist.org/species/21526/22416841
Taterillus petteri,https://www.iucnredlist.org/species/21527/22416609
Taterillus pygargus,https://www.iucnredlist.org/species/21528/22416675
Taudactylus acutirostris,https://www.iucnredlist.org/species/21529/78447380
Taudactylus diurnus,https://www.iucnredlist.org/species/21530/78447626
Taudactylus eungellensis,https://www.iucnredlist.org/species/21531/78446758
Taudactylus liemi,https://www.iucnredlist.org/species/21532/78447039
Taudactylus pleione,https://www.iucnredlist.org/species/21533/78446285
Taudactylus rheophilus,https://www.iucnredlist.org/species/21534/78446538
Telmatherina abendanoni,https://www.iucnredlist.org/species/21571/90979994
Telmatherina bonti,https://www.iucnredlist.org/species/21572/90980062
Telmatherina celebensis,https://www.iucnredlist.org/species/21573/90980085
Marosatherina ladigesi,https://www.iucnredlist.org/species/21574/126023418
Telmatherina antoniae,https://www.iucnredlist.org/species/21575/90980028
Telmatherina obscura,https://www.iucnredlist.org/species/21576/90980108
Telmatherina opudi,https://www.iucnredlist.org/species/21577/90980142
Telmatherina prognatha,https://www.iucnredlist.org/species/21578/90980176
Telmatherina sarasinorum,https://www.iucnredlist.org/species/21579/90980212
Telmatherina wahjui,https://www.iucnredlist.org/species/21580/90980251
Telmatobius atacamensis,https://www.iucnredlist.org/species/21581/101422445
Telmatobius halli,https://www.iucnredlist.org/species/21582/79809691
Telmatobius pefauri,https://www.iucnredlist.org/species/21583/79809777
Telmatobius peruvianus,https://www.iucnredlist.org/species/21584/2775788
Telmatobius zapahuirensis,https://www.iucnredlist.org/species/21585/79809916
Telmatobufo australis,https://www.iucnredlist.org/species/21622/79810040
Telmatobufo bullocki,https://www.iucnredlist.org/species/21623/79810144
Telmatobufo venustus,https://www.iucnredlist.org/species/21624/79810264
Tenualosa thibaudeaui,https://www.iucnredlist.org/species/21627/9303248
Teramulus kieneri,https://www.iucnredlist.org/species/21628/58302892
Teramulus waterloti,https://www.iucnredlist.org/species/21629/177241867
Testudo hermanni,https://www.iucnredlist.org/species/21648/176604335
Testudo marginata,https://www.iucnredlist.org/species/21653/201295229
Tetracentrum caudovittatus,https://www.iucnredlist.org/species/21660/147519129
Tetracerus quadricornis,https://www.iucnredlist.org/species/21661/50195368
Tetradactylus breyeri,https://www.iucnredlist.org/species/21662/197401852
Tetradactylus eastwoodae,https://www.iucnredlist.org/species/21663/197402045
Pachyula conorhynchus,https://www.iucnredlist.org/species/21669/2477347
Thalassoma ascensionis,https://www.iucnredlist.org/species/21689/9308530
Thallomys loringi,https://www.iucnredlist.org/species/21690/115162890
Thallomys nigricauda,https://www.iucnredlist.org/species/21691/115163015
Thallomys paedulcus,https://www.iucnredlist.org/species/21692/115163143
Thallomys shortridgei,https://www.iucnredlist.org/species/21693/22436032
Thalpomys cerradensis,https://www.iucnredlist.org/species/21694/22339323
Thalpomys lasiotis,https://www.iucnredlist.org/species/21695/22339406
Thamnomys venustus,https://www.iucnredlist.org/species/21702/22412227
Thamnomys kempi,https://www.iucnredlist.org/species/21703/22412112
Thamnophis gigas,https://www.iucnredlist.org/species/21706/9310655
Thamnophis hammondii,https://www.iucnredlist.org/species/21707/9311793
Theba arinagae,https://www.iucnredlist.org/species/21722/9314100
Theodoxus transversalis,https://www.iucnredlist.org/species/21726/9314252
Thermophis baileyi,https://www.iucnredlist.org/species/21736/2778010
Theropithecus gelada,https://www.iucnredlist.org/species/21744/217754712
Thestor dicksoni ssp. dicksoni,https://www.iucnredlist.org/species/21748/180623163
Thestor kaplani,https://www.iucnredlist.org/species/21749/168304127
Thestor petra ssp. tempe,https://www.iucnredlist.org/species/21750/168301238
Thestor brachycerus,https://www.iucnredlist.org/species/21751/165245662
Thestor compassbergae,https://www.iucnredlist.org/species/21752/168307655
Thestor dryburghi,https://www.iucnredlist.org/species/21753/175057118
Thestor pringlei,https://www.iucnredlist.org/species/21754/175057217
Thestor stepheni,https://www.iucnredlist.org/species/21756/175057324
Thestor strutti,https://www.iucnredlist.org/species/21757/168311935
Thestor yildizae,https://www.iucnredlist.org/species/21759/168305977
Thomasomys baeops,https://www.iucnredlist.org/species/21770/22366419
Thomasomys bombycinus,https://www.iucnredlist.org/species/21771/22366800
Thomasomys cinereus,https://www.iucnredlist.org/species/21773/22366153
Thomasomys eleusis,https://www.iucnredlist.org/species/21775/116323229
Thomasomys gracilis,https://www.iucnredlist.org/species/21776/22366210
Thomasomys hylophilus,https://www.iucnredlist.org/species/21777/22365647
Thomasomys incanus,https://www.iucnredlist.org/species/21778/22365762
Thomasomys ischyrus,https://www.iucnredlist.org/species/21779/22365838
Thomasomys kalinowskii,https://www.iucnredlist.org/species/21780/22365983
Thomasomys ladewi,https://www.iucnredlist.org/species/21781/116323379
Thomasomys monochromos,https://www.iucnredlist.org/species/21783/22365437
Thomasomys niveipes,https://www.iucnredlist.org/species/21784/116323468
Thomasomys notatus,https://www.iucnredlist.org/species/21785/116323569
Thomasomys oreas,https://www.iucnredlist.org/species/21786/116323664
Thomasomys paramorum,https://www.iucnredlist.org/species/21787/22365075
Thomasomys rosalinda,https://www.iucnredlist.org/species/21790/22364564
Thomasomys silvestris,https://www.iucnredlist.org/species/21791/22364633
Thomasomys taczanowskii,https://www.iucnredlist.org/species/21792/116323757
Thomasomys vestitus,https://www.iucnredlist.org/species/21793/9312664
Thomomys bottae,https://www.iucnredlist.org/species/21799/115163311
Thomomys umbrinus,https://www.iucnredlist.org/species/21800/115163507
Thomomys idahoensis,https://www.iucnredlist.org/species/21809/22215570
Thomomys mazama,https://www.iucnredlist.org/species/21810/115163696
Thoopterus nigrescens,https://www.iucnredlist.org/species/21815/21989441
Thoropa petropolitana,https://www.iucnredlist.org/species/21817/172198317
Thrichomys apereoides,https://www.iucnredlist.org/species/21839/22206242
Thryonomys gregorianus,https://www.iucnredlist.org/species/21846/22277877
Thryonomys swinderianus,https://www.iucnredlist.org/species/21847/115163896
Thryssa scratchleyi,https://www.iucnredlist.org/species/21855/2778626
Thunnus alalunga,https://www.iucnredlist.org/species/21856/46911332
Thunnus albacares,https://www.iucnredlist.org/species/21857/46624561
Thunnus maccoyii,https://www.iucnredlist.org/species/21858/170082633
Thunnus obesus,https://www.iucnredlist.org/species/21859/46912402
Thunnus thynnus,https://www.iucnredlist.org/species/21860/46913402
Thylamys macrurus,https://www.iucnredlist.org/species/21867/22173324
Thylogale brunii,https://www.iucnredlist.org/species/21870/21958826
Thylogale calabyi,https://www.iucnredlist.org/species/21873/21958741
Thylogale browni,https://www.iucnredlist.org/species/21874/21958526
Thymallus thymallus,https://www.iucnredlist.org/species/21875/9333742
Thyroptera discifera,https://www.iucnredlist.org/species/21877/21985811
Thyroptera lavali,https://www.iucnredlist.org/species/21878/21985717
Thyroptera tricolor,https://www.iucnredlist.org/species/21879/97207863
Coptodon bakossiorum,https://www.iucnredlist.org/species/21888/9335381
Coptodon bemini,https://www.iucnredlist.org/species/21889/9335582
Coptodon bythobates,https://www.iucnredlist.org/species/21890/9335776
Coptodon flavus,https://www.iucnredlist.org/species/21891/9335982
Coptodon gutturosus,https://www.iucnredlist.org/species/21892/9336298
Coptodon imbrifernus,https://www.iucnredlist.org/species/21893/9336486
Coptodon snyderae,https://www.iucnredlist.org/species/21894/9336679
Coptodon spongotroktis,https://www.iucnredlist.org/species/21895/9336872
Coptodon thysi,https://www.iucnredlist.org/species/21896/9337065
Coptodon deckerti,https://www.iucnredlist.org/species/21897/229869549
Coptodon kottae,https://www.iucnredlist.org/species/21898/117222792
Tiliqua adelaidensis,https://www.iucnredlist.org/species/21902/101743579
Tokudaia muenninki,https://www.iucnredlist.org/species/21972/22409515
Tokudaia osimensis,https://www.iucnredlist.org/species/21973/22409638
Tolypeutes matacus,https://www.iucnredlist.org/species/21974/47443233
Tolypeutes tricinctus,https://www.iucnredlist.org/species/21975/47443455
Tominanga aurea,https://www.iucnredlist.org/species/21979/90980310
Tominanga sanguicauda,https://www.iucnredlist.org/species/21980/90980344
Tomistoma schlegelii,https://www.iucnredlist.org/species/21981/214287051
Tomopeas ravus,https://www.iucnredlist.org/species/21982/21975053
Tonatia bidens,https://www.iucnredlist.org/species/21983/21975435
Lophostoma brasiliense,https://www.iucnredlist.org/species/21984/115164165
Lophostoma evotis,https://www.iucnredlist.org/species/21986/22041302
Lophostoma schulzi,https://www.iucnredlist.org/species/21987/22041951
Tondanichthys kottelati,https://www.iucnredlist.org/species/21989/90982079
Folifer yunnanensis,https://www.iucnredlist.org/species/21992/9345434
Torquigener brevipinnis,https://www.iucnredlist.org/species/21994/2780737
Totoaba macdonaldi,https://www.iucnredlist.org/species/22003/2780880
Toxolasma cylindrellus,https://www.iucnredlist.org/species/22013/2781049
Trachops cirrhosus,https://www.iucnredlist.org/species/22029/22042903
Trachypithecus cristatus,https://www.iucnredlist.org/species/22035/17959977
Trachypithecus geei,https://www.iucnredlist.org/species/22037/17960997
Trachypithecus obscurus,https://www.iucnredlist.org/species/22039/17960562
Trachypithecus pileatus,https://www.iucnredlist.org/species/22041/196580469
Semnopithecus vetulus,https://www.iucnredlist.org/species/22042/17959452
Trachypithecus delacouri,https://www.iucnredlist.org/species/22043/17958988
Trachypithecus laotum,https://www.iucnredlist.org/species/22044/17959133
Tragelaphus buxtoni,https://www.iucnredlist.org/species/22046/115164345
Tragelaphus eurycerus,https://www.iucnredlist.org/species/22047/115164600
Tragelaphus spekii,https://www.iucnredlist.org/species/22050/115164901
Tragelaphus scriptus,https://www.iucnredlist.org/species/22051/115165242
Tragelaphus angasii,https://www.iucnredlist.org/species/22052/115165681
Tragelaphus imberbis,https://www.iucnredlist.org/species/22053/115165887
Tragelaphus strepsiceros,https://www.iucnredlist.org/species/22054/166487759
Tragelaphus oryx,https://www.iucnredlist.org/species/22055/115166135
Tragulus nigricans,https://www.iucnredlist.org/species/22065/61977991
Tremarctos ornatus,https://www.iucnredlist.org/species/22066/123792952
Tribolonotus ponceleti,https://www.iucnredlist.org/species/22091/2781610
Trichechus inunguis,https://www.iucnredlist.org/species/22102/43793736
Trichechus manatus,https://www.iucnredlist.org/species/22103/9356917
Trichechus senegalensis,https://www.iucnredlist.org/species/22104/97168578
Trochulus biconicus,https://www.iucnredlist.org/species/22107/9360310
Trochulus caelatus,https://www.iucnredlist.org/species/22108/9360490
Trochulus graminicola,https://www.iucnredlist.org/species/22109/9360665
Noricella oreinos,https://www.iucnredlist.org/species/22110/9360844
Trichomycterus areolatus,https://www.iucnredlist.org/species/22120/9361027
Trichomycterus chiltoni,https://www.iucnredlist.org/species/22121/176562329
Trichomycterus chaberti,https://www.iucnredlist.org/species/22125/244869334
Trichys fasciculata,https://www.iucnredlist.org/species/22132/22232753
Tricula montana,https://www.iucnredlist.org/species/22134/9361677
Trigonoscuta rossi,https://www.iucnredlist.org/species/22147/21424454
Trigonoscuta yorbalindae,https://www.iucnredlist.org/species/22148/21424474
Trimenia wallengrenii,https://www.iucnredlist.org/species/22149/165245684
Protobothrops cornutus,https://www.iucnredlist.org/species/22151/217760780
Trissexodon constrictus,https://www.iucnredlist.org/species/22206/9364489
Trithemis hartwigi,https://www.iucnredlist.org/species/22207/76015316
Trithemis nigra,https://www.iucnredlist.org/species/22208/76015887
Triturus cristatus,https://www.iucnredlist.org/species/22212/89706893
Triturus dobrogicus,https://www.iucnredlist.org/species/22216/89709283
Trochidrobia punicea,https://www.iucnredlist.org/species/22220/9367344
Xerocrassa jimenensis,https://www.iucnredlist.org/species/22250/9367889
Xerocrassa zaharensis,https://www.iucnredlist.org/species/22255/9368562
Troglocaris anophthalma,https://www.iucnredlist.org/species/22267/19013927
Trogloglanis pattersoni,https://www.iucnredlist.org/species/22273/19035299
Trogopterus xanthipes,https://www.iucnredlist.org/species/22297/22271122
Troides andromache,https://www.iucnredlist.org/species/22301/177265852
Troides dohertyi,https://www.iucnredlist.org/species/22305/91185984
Troides prattorum,https://www.iucnredlist.org/species/22315/91185935
Tropidophoxinellus hellenicus,https://www.iucnredlist.org/species/22345/9370667
Tropidophoxinellus spartiaticus,https://www.iucnredlist.org/species/22346/9370791
Truncatella guerinii,https://www.iucnredlist.org/species/22383/2782026
Truncatellina arcyensis,https://www.iucnredlist.org/species/22384/9371669
Truncatellina atomus,https://www.iucnredlist.org/species/22385/9371844
Tryphomys adustus,https://www.iucnredlist.org/species/22431/22439774
Tscherskia triton,https://www.iucnredlist.org/species/22432/115166449
Tsitana dicksoni,https://www.iucnredlist.org/species/22433/168305352
Tupaia chrysogaster,https://www.iucnredlist.org/species/22446/111870274
Tupaia nicobarica,https://www.iucnredlist.org/species/22454/115166757
Tursiops truncatus,https://www.iucnredlist.org/species/134822416/135190824
Garra klatti,https://www.iucnredlist.org/species/22569/54951768
Tylomys bullaris,https://www.iucnredlist.org/species/22570/22340265
Tylomys fulviventer,https://www.iucnredlist.org/species/22571/22340461
Tylomys mirae,https://www.iucnredlist.org/species/22572/22340362
Tylomys nudicaudus,https://www.iucnredlist.org/species/22573/22340628
Tylomys panamensis,https://www.iucnredlist.org/species/22574/22340553
Tylomys tumbalensis,https://www.iucnredlist.org/species/22575/22340781
Tylomys watsoni,https://www.iucnredlist.org/species/22576/22340715
Tylonycteris pachypus,https://www.iucnredlist.org/species/22577/22086494
Tylonycteris robustula,https://www.iucnredlist.org/species/22578/22086856
Tympanocryptis pinguicolla,https://www.iucnredlist.org/species/22579/83494675
Tympanoctomys barrerae,https://www.iucnredlist.org/species/22586/78323698
Typhlatya monae,https://www.iucnredlist.org/species/22593/2782880
Typhleotris madagascariensis,https://www.iucnredlist.org/species/22595/58303484
Typhleotris pauliani,https://www.iucnredlist.org/species/22596/58303542
Typhlichthys subterraneus,https://www.iucnredlist.org/species/22599/18236225
Typhlobarbus nudiventris,https://www.iucnredlist.org/species/22600/219631140
Garra widdowsoni,https://www.iucnredlist.org/species/22601/135918807
Typhlomys cinereus,https://www.iucnredlist.org/species/22605/22240953
Antillotyphlops monensis,https://www.iucnredlist.org/species/22606/77336201
Typhlosaurus lomiae,https://www.iucnredlist.org/species/22701/197402216
Uegitglanis zammaranoi,https://www.iucnredlist.org/species/22726/9380099
Uma inornata,https://www.iucnredlist.org/species/22727/9380224
Umbra krameri,https://www.iucnredlist.org/species/22730/9380477
Panthera uncia,https://www.iucnredlist.org/species/22732/50664030
Uvidicolus sphyrurus,https://www.iucnredlist.org/species/22733/83321870
Unio mancus,https://www.iucnredlist.org/species/22737/42466471
Uperoleia marmorata,https://www.iucnredlist.org/species/22742/78445863
Uperoleia orientalis,https://www.iucnredlist.org/species/22743/78445712
Uranomys ruddi,https://www.iucnredlist.org/species/22771/22400326
Urocyon cinereoargenteus,https://www.iucnredlist.org/species/22780/46178068
Urocyon littoralis,https://www.iucnredlist.org/species/22781/13985603
Uroderma bilobatum,https://www.iucnredlist.org/species/22782/22048748
Uroderma magnirostrum,https://www.iucnredlist.org/species/22783/22048094
Tupaia everetti,https://www.iucnredlist.org/species/22784/130877829
Uromys anak,https://www.iucnredlist.org/species/22800/22447286
Uromys caudimaculatus,https://www.iucnredlist.org/species/22801/22446882
Uromys hadrourus,https://www.iucnredlist.org/species/22802/22446971
Uromys imperator,https://www.iucnredlist.org/species/22803/22447074
Uromys neobritannicus,https://www.iucnredlist.org/species/22804/22447160
Uromys porculus,https://www.iucnredlist.org/species/22805/22446647
Uromys rex,https://www.iucnredlist.org/species/22806/22446813
Uropsilus investigator,https://www.iucnredlist.org/species/22809/22321929
Uropsilus soricipes,https://www.iucnredlist.org/species/22810/22322040
Urothemis luciana,https://www.iucnredlist.org/species/22816/76017681
Urothemis thomasi,https://www.iucnredlist.org/species/22817/83841808
Ursus maritimus,https://www.iucnredlist.org/species/22823/14871490
Ursus thibetanus,https://www.iucnredlist.org/species/22824/166528664
Valencia hispanica,https://www.iucnredlist.org/species/22829/9392487
Valencia letourneuxi,https://www.iucnredlist.org/species/22830/9393054
Vallonia declivis,https://www.iucnredlist.org/species/22832/9393242
Vallonia suevica,https://www.iucnredlist.org/species/22834/9393833
Valvata utahensis,https://www.iucnredlist.org/species/22835/9394141
Vampyriscus bidens,https://www.iucnredlist.org/species/22837/22059000
Vampyriscus brocki,https://www.iucnredlist.org/species/22838/22059321
Vampyressa melissa,https://www.iucnredlist.org/species/22839/22058315
Vampyriscus nymphaea,https://www.iucnredlist.org/species/22840/22058669
Vampyressa pusilla,https://www.iucnredlist.org/species/22841/22060007
Vampyrum spectrum,https://www.iucnredlist.org/species/22843/22059426
Vandeleuria nolthenii,https://www.iucnredlist.org/species/22844/22430744
Vandeleuria oleracea,https://www.iucnredlist.org/species/22845/22430846
Varanus flavescens,https://www.iucnredlist.org/species/22872/127899602
Varanus komodoensis,https://www.iucnredlist.org/species/22884/123633058
Varanus yuwonoi,https://www.iucnredlist.org/species/22916/123633095
Varecia variegata,https://www.iucnredlist.org/species/22918/115574178
Varecia variegata ssp. variegata,https://www.iucnredlist.org/species/22919/115574404
Varecia rubra,https://www.iucnredlist.org/species/22920/115574598
Variichthys jamoerensis,https://www.iucnredlist.org/species/22921/147760710
Vernaya fulva,https://www.iucnredlist.org/species/22933/22448949
Vespertilio murinus,https://www.iucnredlist.org/species/14133/22051759
Vespertilio sinensis,https://www.iucnredlist.org/species/22949/22071812
Victodrobia burni,https://www.iucnredlist.org/species/22952/9402332
Victodrobia elongata,https://www.iucnredlist.org/species/22953/9402497
Vicugna vicugna,https://www.iucnredlist.org/species/22956/145360542
Videna electra,https://www.iucnredlist.org/species/22959/2782947
Videna oleacina,https://www.iucnredlist.org/species/22960/2783057
Videna pagodula,https://www.iucnredlist.org/species/22961/2783172
Videna pumila,https://www.iucnredlist.org/species/22962/2783240
Obovaria choctawensis,https://www.iucnredlist.org/species/22972/2783307
Villosa fabalis,https://www.iucnredlist.org/species/22973/2783483
Vimba melanops,https://www.iucnredlist.org/species/22978/9404358
Vimba vimba,https://www.iucnredlist.org/species/22979/9404802
Montivipera albizona,https://www.iucnredlist.org/species/22985/9405430
Montivipera bulgardaghica,https://www.iucnredlist.org/species/22989/9405624
Vipera kaznakovi,https://www.iucnredlist.org/species/23001/114547350
Montivipera latifii,https://www.iucnredlist.org/species/22992/9406111
Montivipera raddei,https://www.iucnredlist.org/species/22993/9406370
Vipera ursinii,https://www.iucnredlist.org/species/22997/9406628
Montivipera wagneri,https://www.iucnredlist.org/species/22998/9406944
Vipera darevskii,https://www.iucnredlist.org/species/23000/9407153
Vipera dinniki,https://www.iucnredlist.org/species/23001/114547350
Vipera pontica,https://www.iucnredlist.org/species/23002/114576777
Vitrea pseudotrolli,https://www.iucnredlist.org/species/23030/86033301
Vitrea striata,https://www.iucnredlist.org/species/23031/85575923
Vitrea inae,https://www.iucnredlist.org/species/23032/76142690
Viverra civettina,https://www.iucnredlist.org/species/23036/45202281
Viviparus acerosus,https://www.iucnredlist.org/species/23040/9408473
Neodon clarkei,https://www.iucnredlist.org/species/23041/115166908
Alexandromys kikuchii,https://www.iucnredlist.org/species/23042/22349540
Volemys millicens,https://www.iucnredlist.org/species/23043/22387707
Volemys musseri,https://www.iucnredlist.org/species/23044/22387599
Vulpes bengalensis,https://www.iucnredlist.org/species/23049/81069636
Vulpes cana,https://www.iucnredlist.org/species/23050/48075169
Vulpes corsac,https://www.iucnredlist.org/species/23051/59049446
Vulpes pallida,https://www.iucnredlist.org/species/23052/16813736
Vulpes rueppellii,https://www.iucnredlist.org/species/23053/46197483
Vulpes velox,https://www.iucnredlist.org/species/23059/57629306
Vulpes chama,https://www.iucnredlist.org/species/23060/46126992
Vulpes ferrilata,https://www.iucnredlist.org/species/23061/46179412
Vulpes vulpes,https://www.iucnredlist.org/species/23062/193903628
Mugilogobius amadi,https://www.iucnredlist.org/species/23065/90982926
Westralunio carteri,https://www.iucnredlist.org/species/23073/177343151
Wiedomys pyrrhorhinos,https://www.iucnredlist.org/species/23076/22340180
Wilfredomys oenax,https://www.iucnredlist.org/species/23077/22368690
Juliomys pictipes,https://www.iucnredlist.org/species/23078/115167037
Williamsonia lintneri,https://www.iucnredlist.org/species/23079/80696672
Wyulda squamicaudata,https://www.iucnredlist.org/species/23091/21950421
Xantusia riversiana,https://www.iucnredlist.org/species/23095/9416639
Xenocalamus transvaalensis,https://www.iucnredlist.org/species/23102/197402360
Xenomys nelsoni,https://www.iucnredlist.org/species/23115/22359234
Xenoophorus captivus,https://www.iucnredlist.org/species/23116/2783687
Xenopoecilus oophorus,https://www.iucnredlist.org/species/23121/90980873
Xenopoecilus poptae,https://www.iucnredlist.org/species/23122/90980908
Xenopoecilus sarasinorum,https://www.iucnredlist.org/species/23123/90980952
Xenopus gilli,https://www.iucnredlist.org/species/23124/77164368
Xenuromys barbatus,https://www.iucnredlist.org/species/23137/22429670
Xeromys myoides,https://www.iucnredlist.org/species/23141/22454469
Xerosecta adolfi,https://www.iucnredlist.org/species/23142/9418531
Xerus erythropus,https://www.iucnredlist.org/species/23144/115167168
Xerus inauris,https://www.iucnredlist.org/species/23145/115167437
Xerus princeps,https://www.iucnredlist.org/species/23146/115167567
Xerus rutilus,https://www.iucnredlist.org/species/23147/115167688
Xiphias gladius,https://www.iucnredlist.org/species/23148/46625751
Xiphophorus clemenciae,https://www.iucnredlist.org/species/23155/2784809
Xiphophorus couchianus,https://www.iucnredlist.org/species/23156/157724204
Xiphophorus gordoni,https://www.iucnredlist.org/species/23157/2784873
Xiphophorus meyeri,https://www.iucnredlist.org/species/23158/2784905
Xyrauchen texanus,https://www.iucnredlist.org/species/23162/174781799
Haplochromis nuchisquamulatus,https://www.iucnredlist.org/species/23165/9424671
Yunnanilus nigromaculatus,https://www.iucnredlist.org/species/23175/214525420
Yunnanilus macrogaster,https://www.iucnredlist.org/species/23176/9425350
Zaedyus pichiy,https://www.iucnredlist.org/species/23178/47443734
Zaglossus bruijnii,https://www.iucnredlist.org/species/23179/21964204
Zapus trinotatus,https://www.iucnredlist.org/species/23192/115167834
Zelotomys woosnami,https://www.iucnredlist.org/species/23196/115167960
Zelotomys hildegardeae,https://www.iucnredlist.org/species/23197/115168088
Zenarchopterus alleni,https://www.iucnredlist.org/species/23202/127950613
Zenkerella insignis,https://www.iucnredlist.org/species/23204/22183548
Zingel asper,https://www.iucnredlist.org/species/23207/9427850
Zingel streber,https://www.iucnredlist.org/species/23208/9428331
Zingel zingel,https://www.iucnredlist.org/species/23209/9428565
Ziphius cavirostris,https://www.iucnredlist.org/species/23211/50379111
Zonites anaphiensis,https://www.iucnredlist.org/species/23213/85575948
Zonitoides jaccetanicus,https://www.iucnredlist.org/species/23214/76142732
Zospeum biscaiense,https://www.iucnredlist.org/species/23258/85575968
Gobius ophiocephalus,https://www.iucnredlist.org/species/23259/49092194
Zubovskya banatica,https://www.iucnredlist.org/species/23320/13985125
Zygodontomys brevicauda,https://www.iucnredlist.org/species/23321/22356711
Zygodontomys brunneus,https://www.iucnredlist.org/species/23322/22356819
Zygogeomys trichopus,https://www.iucnredlist.org/species/23323/22216603
Zyzomys pedunculatus,https://www.iucnredlist.org/species/23324/22456932
Zyzomys argurus,https://www.iucnredlist.org/species/23325/22457075
Zyzomys maini,https://www.iucnredlist.org/species/23326/22457141
Zyzomys palatalis,https://www.iucnredlist.org/species/23327/22457211
Zyzomys woodwardi,https://www.iucnredlist.org/species/23328/22457333
Barbourula busuangensis,https://www.iucnredlist.org/species/23900/58474888
Ichthyophis glandulosus,https://www.iucnredlist.org/species/25382/58475060
Ichthyophis mindanaoensis,https://www.iucnredlist.org/species/25390/114869665
Melanophryniscus moreirae,https://www.iucnredlist.org/species/25954/172198452
Nyctixalus spinosus,https://www.iucnredlist.org/species/26156/176743176
Aphantophryne nana,https://www.iucnredlist.org/species/26210/176829536
Philautus leitensis,https://www.iucnredlist.org/species/26438/58475421
Philautus schmackeri,https://www.iucnredlist.org/species/26459/176937502
Atelerix algirus,https://www.iucnredlist.org/species/27926/22324424
Stenocercus fimbriatus,https://www.iucnredlist.org/species/29364/68002267
Hylaeamys tatei,https://www.iucnredlist.org/species/29401/22327395
Euryoryzomys emmonsae,https://www.iucnredlist.org/species/29402/22328999
Hylaeamys megacephalus,https://www.iucnredlist.org/species/29403/115168269
Hylaeamys laticeps,https://www.iucnredlist.org/species/29404/22327572
Euryoryzomys russatus,https://www.iucnredlist.org/species/29405/115168400
Osteocephalus oophagus,https://www.iucnredlist.org/species/29408/61392886
Alopoglossus danieli,https://www.iucnredlist.org/species/29409/115168520
Alopoglossus gorgonae,https://www.iucnredlist.org/species/29410/44946736
Alopoglossus myersi,https://www.iucnredlist.org/species/29411/2789932
Alopoglossus romaleos,https://www.iucnredlist.org/species/29412/115168659
Alopoglossus vallensis,https://www.iucnredlist.org/species/29413/115168768
Boana palaestes,https://www.iucnredlist.org/species/29415/89195823
Ebenavia maintimainty,https://www.iucnredlist.org/species/29416/9495413
Atelognathus ceii,https://www.iucnredlist.org/species/29417/79810381
Oligoryzomys stramineus,https://www.iucnredlist.org/species/29418/22357868
Hylarana chitwanensis,https://www.iucnredlist.org/species/29419/166095847
Myotis csorbai,https://www.iucnredlist.org/species/29420/22070788
Tantilla vulcani,https://www.iucnredlist.org/species/29422/2789983
Ischnocnema paranaensis,https://www.iucnredlist.org/species/29425/172198552
Nototriton brodiei,https://www.iucnredlist.org/species/29426/146927888
Diploderma luei,https://www.iucnredlist.org/species/29429/127945419
Dendropsophus amicorum,https://www.iucnredlist.org/species/29430/198625572
